MaGiaoDich,NgayThanhToan,ThangThanhToan,DoTuoiThiSinh,TenChungChi,LinhVuc,GiaGoc,PhanTramGiamGia,DoanhThuThucTe,PhuongThucThanhToan,NgayThi,DiemThi,TrangThaiThi
HD00790,2024-08-16,2024-08,26,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-09-11,716,Đạt
HD00309,2024-08-17,2024-08,28,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-09-04,425,Không đạt
HD00958,2024-08-17,2024-08,22,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-09-12,817,Đạt
HD01038,2024-08-18,2024-08,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-09-08,635,Đạt
HD00300,2024-08-19,2024-08,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-09-13,5.0,Đạt
HD00410,2024-08-19,2024-08,18,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2024-09-05,830,Đạt
HD00746,2024-08-19,2024-08,15,MOS Word,Tin Học,850000,0.15,722500.0,Momo,2024-09-18,897,Đạt
HD00221,2024-08-20,2024-08,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-09-03,895,Đạt
HD01068,2024-08-20,2024-08,23,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Momo,2024-09-19,630,Đạt
HD00146,2024-08-21,2024-08,26,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-09-05,7.0,Đạt
HD00480,2024-08-23,2024-08,28,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Chuyển khoản,2024-09-16,4.0,Không đạt
HD00749,2024-08-23,2024-08,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-09-14,675,Đạt
HD00990,2024-08-23,2024-08,23,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-09-21,6.5,Đạt
HD01098,2024-08-23,2024-08,19,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2024-09-10,6.5,Đạt
HD01131,2024-08-23,2024-08,15,MOS Excel,Tin Học,850000,0.1,765000.0,Momo,2024-09-15,879,Đạt
HD00459,2024-08-24,2024-08,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-09-10,6.5,Đạt
HD01431,2024-08-24,2024-08,23,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Chuyển khoản,2024-09-19,410,Không đạt
HD00924,2024-08-25,2024-08,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-09-14,625,Đạt
HD00106,2024-08-26,2024-08,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-09-17,745,Đạt
HD00214,2024-08-26,2024-08,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-09-10,510,Không đạt
HD00616,2024-08-26,2024-08,18,IC3,Tin Học,750000,0,750000,Momo,2024-09-14,654,Không đạt
HD00251,2024-08-27,2024-08,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-09-22,5.5,Đạt
HD00903,2024-08-27,2024-08,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-09-20,425,Không đạt
HD00142,2024-08-28,2024-08,27,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2024-09-13,8.0,Đạt
HD00229,2024-08-28,2024-08,19,IC3,Tin Học,750000,0.15,637500.0,Chuyển khoản,2024-09-20,748,Đạt
HD01447,2024-08-28,2024-08,28,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-09-25,7.0,Đạt
HD00269,2024-08-29,2024-08,24,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-09-13,4.5,Không đạt
HD00942,2024-08-29,2024-08,26,MOS Word,Tin Học,850000,0,850000,VNPay,2024-09-21,774,Đạt
HD00587,2024-08-30,2024-08,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-09-26,510,Không đạt
HD00999,2024-08-31,2024-08,17,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Momo,2024-09-25,7.5,Đạt
HD01235,2024-08-31,2024-08,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-09-21,710,Đạt
HD00553,2024-09-01,2024-09,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-09-28,600,Đạt
HD01184,2024-09-01,2024-09,26,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-09-26,6.5,Đạt
HD01349,2024-09-01,2024-09,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-09-22,640,Đạt
HD01354,2024-09-01,2024-09,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-09-22,700,Đạt
HD00090,2024-09-02,2024-09,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-09-16,605,Đạt
HD00336,2024-09-02,2024-09,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-09-22,445,Không đạt
HD00742,2024-09-02,2024-09,18,IC3,Tin Học,750000,0,750000,Chuyển khoản,2024-10-02,600,Không đạt
HD00072,2024-09-03,2024-09,26,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-09-21,6.5,Đạt
HD01361,2024-09-03,2024-09,28,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2024-10-02,4.9,Đạt
HD00734,2024-09-04,2024-09,32,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-10-04,715,Đạt
HD00887,2024-09-04,2024-09,22,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-09-19,4.5,Không đạt
HD00363,2024-09-05,2024-09,22,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,Tiền mặt,2024-10-03,2.8,Không đạt
HD00549,2024-09-05,2024-09,19,MOS Word,Tin Học,850000,0.1,765000.0,VNPay,2024-09-30,822,Đạt
HD01201,2024-09-05,2024-09,30,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-09-27,470,Không đạt
HD00313,2024-09-06,2024-09,23,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-09-20,819,Đạt
HD00517,2024-09-06,2024-09,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-10-05,875,Đạt
HD01005,2024-09-06,2024-09,22,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2024-09-20,3.7,Không đạt
HD00305,2024-09-07,2024-09,21,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-09-26,9.0,Đạt
HD00070,2024-09-08,2024-09,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-10-05,715,Đạt
HD01440,2024-09-08,2024-09,15,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-09-24,6.0,Đạt
HD00040,2024-09-09,2024-09,25,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-10-06,5.5,Đạt
HD00211,2024-09-09,2024-09,19,MOS Word,Tin Học,850000,0.15,722500.0,Chuyển khoản,2024-09-26,819,Đạt
HD01248,2024-09-09,2024-09,19,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-09-27,4.5,Không đạt
HD01419,2024-09-09,2024-09,21,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-09-28,7.0,Đạt
HD00718,2024-09-10,2024-09,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-10-04,625,Đạt
HD01202,2024-09-10,2024-09,22,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-10-10,790,Đạt
HD00681,2024-09-11,2024-09,16,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-09-28,941,Đạt
HD01258,2024-09-11,2024-09,19,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-09-25,602,Không đạt
HD01313,2024-09-11,2024-09,20,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Chuyển khoản,2024-10-04,6.5,Đạt
HD00872,2024-09-12,2024-09,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-09-29,4.5,Không đạt
HD01001,2024-09-12,2024-09,15,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-10-04,610,Đạt
HD01154,2024-09-13,2024-09,20,MOS Word,Tin Học,850000,0,850000,VNPay,2024-10-02,798,Đạt
HD00727,2024-09-14,2024-09,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-10-01,610,Đạt
HD00420,2024-09-15,2024-09,22,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-10-10,883,Đạt
HD01456,2024-09-15,2024-09,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-09-29,455,Không đạt
HD00015,2024-09-16,2024-09,22,MOS Excel,Tin Học,850000,0,850000,VNPay,2024-10-13,583,Không đạt
HD01054,2024-09-16,2024-09,23,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Tiền mặt,2024-10-05,525,Không đạt
HD00373,2024-09-17,2024-09,17,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-10-11,800,Đạt
HD00535,2024-09-18,2024-09,15,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-10-06,725,Đạt
HD01004,2024-09-19,2024-09,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-10-10,840,Đạt
HD01075,2024-09-19,2024-09,15,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Momo,2024-10-15,600,Đạt
HD00885,2024-09-20,2024-09,22,MOS Excel,Tin Học,850000,0.15,722500.0,Momo,2024-10-12,798,Đạt
HD00193,2024-09-21,2024-09,18,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Tiền mặt,2024-10-08,535,Không đạt
HD00606,2024-09-21,2024-09,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-10-10,445,Không đạt
HD00304,2024-09-22,2024-09,21,MOS Word,Tin Học,850000,0.15,722500.0,Momo,2024-10-16,791,Đạt
HD01128,2024-09-22,2024-09,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-10-19,705,Đạt
HD00009,2024-09-23,2024-09,27,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-10-12,5.0,Đạt
HD00508,2024-09-23,2024-09,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-10-07,465,Không đạt
HD00524,2024-09-23,2024-09,16,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-10-21,860,Đạt
HD01051,2024-09-23,2024-09,23,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-10-07,6.0,Đạt
HD01271,2024-09-23,2024-09,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-10-08,585,Đạt
HD00160,2024-09-24,2024-09,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-10-24,525,Không đạt
HD00332,2024-09-24,2024-09,16,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Chuyển khoản,2024-10-14,400,Không đạt
HD00673,2024-09-24,2024-09,22,IC3,Tin Học,750000,0,750000,Chuyển khoản,2024-10-17,677,Không đạt
HD01133,2024-09-25,2024-09,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-10-14,805,Đạt
HD00024,2024-09-26,2024-09,26,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-10-15,5.0,Đạt
HD00185,2024-09-26,2024-09,24,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-10-10,7.0,Đạt
HD00745,2024-09-26,2024-09,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-10-12,660,Đạt
HD00765,2024-09-26,2024-09,26,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,VNPay,2024-10-21,4.5,Không đạt
HD00178,2024-09-27,2024-09,22,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-10-17,6.5,Đạt
HD00277,2024-09-27,2024-09,27,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-10-26,530,Không đạt
HD00555,2024-09-27,2024-09,26,MOS Excel,Tin Học,850000,0.2,680000.0,VNPay,2024-10-12,713,Đạt
HD00653,2024-09-27,2024-09,24,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-10-14,768,Đạt
HD01177,2024-09-27,2024-09,21,IC3,Tin Học,750000,0.1,675000.0,Tiền mặt,2024-10-16,910,Đạt
HD01374,2024-09-27,2024-09,27,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-10-27,7.0,Đạt
HD01269,2024-09-28,2024-09,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-10-12,545,Không đạt
HD00668,2024-09-30,2024-09,19,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2024-10-16,880,Đạt
HD01080,2024-09-30,2024-09,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-10-27,5.5,Đạt
HD01216,2024-09-30,2024-09,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-10-23,330,Không đạt
HD00019,2024-10-01,2024-10,15,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,VNPay,2024-10-24,6.5,Đạt
HD00338,2024-10-01,2024-10,20,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-10-29,515,Không đạt
HD01266,2024-10-02,2024-10,26,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,VNPay,2024-10-16,5.5,Đạt
HD00136,2024-10-03,2024-10,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-11-02,440,Không đạt
HD00913,2024-10-03,2024-10,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-10-23,445,Không đạt
HD01402,2024-10-03,2024-10,22,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-11-02,3.0,Không đạt
HD00252,2024-10-04,2024-10,16,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-10-26,6.5,Đạt
HD00270,2024-10-04,2024-10,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-10-28,705,Đạt
HD00717,2024-10-05,2024-10,28,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Momo,2024-10-26,7.5,Đạt
HD01188,2024-10-05,2024-10,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-10-29,635,Đạt
HD00925,2024-10-06,2024-10,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-10-21,525,Không đạt
HD01304,2024-10-07,2024-10,20,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-10-29,768,Đạt
HD01310,2024-10-07,2024-10,18,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-10-23,5.5,Đạt
HD00845,2024-10-08,2024-10,32,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-11-05,920,Đạt
HD00158,2024-10-09,2024-10,18,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-10-28,803,Đạt
HD00413,2024-10-09,2024-10,15,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-11-06,5.5,Đạt
HD00837,2024-10-09,2024-10,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-10-26,4.5,Không đạt
HD01078,2024-10-09,2024-10,17,MOS Excel,Tin Học,850000,0,850000,Momo,2024-10-28,876,Đạt
HD00572,2024-10-11,2024-10,20,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2024-11-07,910,Đạt
HD00042,2024-10-12,2024-10,21,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-11-01,4.5,Không đạt
HD00390,2024-10-12,2024-10,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-10-29,430,Không đạt
HD00987,2024-10-12,2024-10,27,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Momo,2024-10-30,7.0,Đạt
HD00474,2024-10-13,2024-10,29,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-11-10,6.0,Đạt
HD00128,2024-10-16,2024-10,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-11-01,190,Không đạt
HD01243,2024-10-16,2024-10,16,MOS Word,Tin Học,850000,0,850000,Momo,2024-11-02,856,Đạt
HD00632,2024-10-17,2024-10,20,VSTEP,Ngoại Ngữ,1800000,0,1800000,Momo,2024-11-16,4.7,Đạt
HD00053,2024-10-18,2024-10,22,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-11-13,630,Đạt
HD01182,2024-10-18,2024-10,27,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-11-12,5.5,Đạt
HD01246,2024-10-18,2024-10,18,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2024-11-13,5.2,Đạt
HD00021,2024-10-20,2024-10,20,VSTEP,Ngoại Ngữ,1800000,0.2,1440000.0,Chuyển khoản,2024-11-12,3.5,Không đạt
HD00760,2024-10-20,2024-10,18,MOS Word,Tin Học,850000,0.2,680000.0,VNPay,2024-11-17,748,Đạt
HD01377,2024-10-20,2024-10,15,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2024-11-15,6.4,Đạt
HD00125,2024-10-21,2024-10,26,MOS Word,Tin Học,850000,0.15,722500.0,Chuyển khoản,2024-11-07,674,Không đạt
HD00636,2024-10-21,2024-10,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-11-08,815,Đạt
HD00835,2024-10-22,2024-10,28,VSTEP,Ngoại Ngữ,1800000,0,1800000,Momo,2024-11-18,2.0,Không đạt
HD01049,2024-10-22,2024-10,17,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2024-11-09,680,Đạt
HD01395,2024-10-22,2024-10,20,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-11-18,575,Đạt
HD00389,2024-10-23,2024-10,19,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-11-18,6.5,Đạt
HD00289,2024-10-24,2024-10,29,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-11-11,5.5,Đạt
HD00600,2024-10-25,2024-10,15,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2024-11-12,4.2,Đạt
HD00687,2024-10-25,2024-10,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-11-15,545,Không đạt
HD00846,2024-10-25,2024-10,19,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-11-17,6.5,Đạt
HD01108,2024-10-26,2024-10,22,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2024-11-24,8.3,Đạt
HD00725,2024-10-27,2024-10,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-11-23,455,Không đạt
HD00039,2024-10-28,2024-10,30,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2024-11-24,8.4,Đạt
HD00825,2024-10-29,2024-10,24,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-11-14,651,Không đạt
HD01296,2024-10-29,2024-10,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-11-19,4.0,Không đạt
HD00233,2024-10-30,2024-10,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-11-29,745,Đạt
HD00381,2024-10-30,2024-10,15,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-11-14,590,Đạt
HD00527,2024-10-30,2024-10,23,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-11-13,515,Không đạt
HD01487,2024-10-30,2024-10,19,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-11-20,6.5,Đạt
HD00601,2024-10-31,2024-10,19,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2024-11-16,888,Đạt
HD01477,2024-10-31,2024-10,20,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-11-20,6.0,Đạt
HD00023,2024-11-01,2024-11,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-11-29,535,Không đạt
HD00244,2024-11-01,2024-11,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-11-24,380,Không đạt
HD00481,2024-11-01,2024-11,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-11-30,515,Không đạt
HD00031,2024-11-02,2024-11,22,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2024-11-27,2.5,Không đạt
HD00341,2024-11-02,2024-11,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-11-25,730,Đạt
HD00870,2024-11-03,2024-11,21,MOS Excel,Tin Học,850000,0.15,722500.0,Chuyển khoản,2024-11-18,738,Đạt
HD01213,2024-11-03,2024-11,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-12-01,7.0,Đạt
HD00137,2024-11-06,2024-11,24,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-11-27,7.5,Đạt
HD00627,2024-11-06,2024-11,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-11-23,540,Không đạt
HD00829,2024-11-06,2024-11,18,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2024-11-24,6.0,Đạt
HD00224,2024-11-08,2024-11,19,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-12-01,715,Đạt
HD00282,2024-11-08,2024-11,23,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2024-11-27,620,Đạt
HD00710,2024-11-08,2024-11,19,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-11-22,7.0,Đạt
HD01203,2024-11-08,2024-11,16,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2024-11-25,570,Đạt
HD00330,2024-11-09,2024-11,27,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2024-11-30,4.5,Không đạt
HD00645,2024-11-09,2024-11,23,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Chuyển khoản,2024-12-07,7.0,Đạt
HD00768,2024-11-09,2024-11,21,IC3,Tin Học,750000,0,750000,Tiền mặt,2024-11-25,925,Đạt
HD00966,2024-11-09,2024-11,24,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-12-08,6.0,Đạt
HD01368,2024-11-09,2024-11,21,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,VNPay,2024-12-04,5.0,Đạt
HD00431,2024-11-10,2024-11,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-12-06,680,Đạt
HD01450,2024-11-10,2024-11,20,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2024-11-27,713,Đạt
HD00122,2024-11-11,2024-11,24,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2024-11-26,6.5,Đạt
HD00170,2024-11-11,2024-11,20,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-12-07,920,Đạt
HD00295,2024-11-11,2024-11,25,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-11-25,5.5,Đạt
HD00556,2024-11-11,2024-11,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-12-11,750,Đạt
HD01111,2024-11-13,2024-11,19,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2024-12-02,6.0,Đạt
HD00288,2024-11-14,2024-11,25,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2024-12-06,4.5,Không đạt
HD00787,2024-11-14,2024-11,23,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-12-08,6.5,Đạt
HD01126,2024-11-14,2024-11,30,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2024-12-08,5.0,Đạt
HD00107,2024-11-15,2024-11,22,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Tiền mặt,2024-12-01,800,Đạt
HD00452,2024-11-15,2024-11,21,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2024-12-02,8.0,Đạt
HD00457,2024-11-15,2024-11,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-12-10,645,Đạt
HD00948,2024-11-15,2024-11,21,MOS Excel,Tin Học,850000,0.1,765000.0,Tiền mặt,2024-12-09,835,Đạt
HD01399,2024-11-15,2024-11,23,MOS Word,Tin Học,850000,0,850000,VNPay,2024-12-02,719,Đạt
HD00247,2024-11-16,2024-11,21,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2024-12-08,7.5,Đạt
HD00952,2024-11-16,2024-11,28,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2024-12-09,635,Đạt
HD00922,2024-11-17,2024-11,26,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-12-08,590,Đạt
HD00995,2024-11-17,2024-11,20,IC3,Tin Học,750000,0,750000,Tiền mặt,2024-12-13,785,Đạt
HD00026,2024-11-18,2024-11,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-12-07,635,Đạt
HD00320,2024-11-18,2024-11,23,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Chuyển khoản,2024-12-14,6.0,Đạt
HD00368,2024-11-18,2024-11,15,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2024-12-09,4.5,Không đạt
HD00879,2024-11-20,2024-11,25,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2024-12-10,720,Đạt
HD01161,2024-11-20,2024-11,24,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Momo,2024-12-14,4.5,Không đạt
HD01089,2024-11-21,2024-11,22,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2024-12-09,736,Đạt
HD01380,2024-11-21,2024-11,25,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2024-12-16,2.5,Không đạt
HD01488,2024-11-22,2024-11,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-12-20,715,Đạt
HD01289,2024-11-23,2024-11,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2024-12-19,635,Đạt
HD01242,2024-11-25,2024-11,23,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2024-12-24,6.0,Đạt
HD01252,2024-11-25,2024-11,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2024-12-17,360,Không đạt
HD01000,2024-11-26,2024-11,25,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2024-12-10,830,Đạt
HD00314,2024-11-27,2024-11,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2024-12-27,440,Không đạt
HD00558,2024-11-28,2024-11,23,MOS Excel,Tin Học,850000,0.1,765000.0,VNPay,2024-12-21,866,Đạt
